,gene
9682,ZSCAN18
9683,GRAMD3
9684,AACS
9685,ZBTB10
9686,ZNF747
9687,DLK2
9688,FAM173A
9689,DDRGK1
9690,MRPS34
9691,RASL11B
9692,C11orf95
9693,LRRC61
9694,CYP4F12
9695,TRAK2
9696,SLC2A11
9697,MTMR9
9698,DUSP26
9699,CRELD1
9700,COLEC11
9701,OTUB2
9702,PCYOX1L
9703,YIPF2
9704,PRR14
9705,C17orf53
9706,C7orf49
9707,GDAP1L1
9708,LRFN4
9709,VKORC1
9710,MIS12
9711,CUEDC2
9712,METRN
9713,DBNDD1
9714,DDX50
9715,CAMKV
9716,DDA1
9717,GGCT
9718,CENPM
9719,C7orf25
9720,TMEM106C
9721,NUP37
9722,AHNAK
9723,SPATA5L1
9724,ERI3
9725,C7orf26
9726,PVRIG
9727,ZFYVE21
9728,DDX54
9729,TSEN34
9730,KCTD15
9731,SECISBP2
9732,NOC4L
9733,ALG8
9734,TRPM8
9735,PRRG4
9736,ASPSCR1
9737,TMEM223
9738,ATG9A
9739,FTO
9740,KDELC1
9741,ELOVL6
9742,FASTKD3
9743,TMEM109
9744,C2orf49
9745,DSCC1
9746,DCTPP1
9747,CCDC86
9748,MLPH
9749,WDR77
9750,SLC25A23
9751,ALG12
9752,ZNF426
9753,TMUB2
9754,TRAPPC6A
9755,CARD14
9756,CHAC1
9757,C9orf16
9758,C11orf49
9759,TRIM48
9760,C1orf116
9761,MAPKAP1
9762,DHX58
9763,TMEM185B
9764,APOO
9765,FAM134A
9766,DERL1
9767,CCDC28B
9768,MBOAT7
9769,PPDPF
9770,CHCHD7
9771,FKRP
9772,MMP28
9773,ZSCAN5A
9774,FA2H
9775,GDPD3
9776,DHRS11
9777,TNIP2
9778,PLEKHF1
9779,MFSD11
9780,GNPTAB
9781,NOL12
9782,LILRA6
9783,C1orf35
9784,PRR15L
9785,RBM42
9786,CENPO
9787,C19orf57
9788,CRELD2
9789,ZNF343
9790,FBXL15
9791,ZNF576
9792,THTPA
9793,EFHD2
9794,TTPAL
9795,BRCC3
9796,FSD1
9797,TMEM43
9798,THOC6
9799,ZNF557
9800,DCAF10
9801,ZXDC
9802,BHLHE41
9803,HMGN5
9804,FCRL2
9805,B3GNT4
9806,BCL2L14
9807,NOX5
9808,GLB1L
9809,KREMEN2
9810,ZBED2
9811,LRFN3
9812,C17orf62
9813,HAUS3
9814,LRRC2
9815,FYCO1
9816,BIRC7
9817,WDR25
9818,FAM65A
9819,C2orf47
9820,NKAIN1
9821,GCC1
9822,ATP13A3
9823,TTC13
9824,EPS8L3
9825,ABHD8
9826,CDC73
9827,SPAG16
9828,TMEM231
9829,CORO7
9830,CHPF
9831,CARS2
9832,RNF128
9833,MRPL24
9834,C10orf76
9835,MUL1
9836,SAP130
9837,RNF219
9838,CEP97
9839,TCTN1
9840,ADIPOR2
9841,RIC3
9842,ACSS3
9843,NAA16
9844,CCNJL
9845,HMBOX1
9846,RNASEH2B
9847,SNRNP25
9848,GALNT14
9849,OGFRL1
9850,SH3TC2
9851,OCEL1
9852,C1orf54
9853,FAM184A
9854,SCRN3
9855,CCDC121
9856,ARMC7
9857,TMEM53
9858,C22orf46
9859,ROGDI
9860,ARSJ
9861,CHMP6
9862,SRD5A3
9863,EFCAB1
9864,PANK3
9865,AKIRIN1
9866,MCPH1
9867,MAP7D3
9868,RHBDF2
9869,TMEM204
9870,HECTD3
9871,BEND5
9872,RPAP3
9873,ARHGAP10
9874,DYNC2H1
9875,NEIL1
9876,HSPBAP1
9877,DHX40
9878,PLEKHF2
9879,PARP8
9880,C3orf52
9881,ZCCHC6
9882,NLRX1
9883,FN3KRP
9884,ZNF329
9885,FASTKD1
9886,OGFOD2
9887,SMC6
9888,VTCN1
9889,C22orf29
9890,ZDHHC14
9891,SAP30L
9892,STEAP4
9893,GAL3ST4
9894,YRDC
9895,MANEA
9896,GALNT12
9897,C14orf169
9898,ZMAT4
9899,C11orf80
9900,LRRK1
9901,NOL9
9902,MORC4
9903,IPO4
9904,GTDC1
9905,CCDC51
9906,PPCS
9907,TBL1XR1
9908,AAGAB
9909,VPS37B
9910,ANKRD55
9911,SUV39H2
9912,ZNF768
9913,THAP9
9914,WDR59
9915,LIN28A
9916,PALB2
9917,NARS2
9918,E2F8
9919,KCTD17
9920,TBC1D17
9921,BBS10
9922,TTLL7
9923,ZBBX
9924,CXorf36
9925,ZNF419
9926,CLIP4
9927,ECHDC3
9928,LMAN1L
9929,ZNF385D
9930,SLC25A22
9931,ZFAND1
9932,SNIP1
9933,ASB13
9934,ZNF750
9935,DHRS12
9936,ZNF668
9937,GEMIN7
9938,C1orf115
9939,ISOC2
9940,ELMO3
9941,TXNDC15
9942,MCTP1
9943,GRTP1
9944,ZFHX4
9945,ACBD4
9946,MICALL2
9947,CCDC82
9948,IQCA1
9949,LRRC31
9950,MYH14
9951,RERGL
9952,KLHL36
9953,ZNF665
9954,CLMN
9955,FBXO31
9956,GSDMD
9957,C12orf49
9958,ALG9
9959,ZNF408
9960,UGT2A3
9961,SHCBP1
9962,HHIPL2
9963,HPS6
9964,VASH2
9965,SLTM
9966,MMRN2
9967,EHMT1
9968,AGMAT
9969,NIPAL2
9970,TLE6
9971,ZNF552
9972,WDR78
9973,ARHGAP28
9974,METTL8
9975,NAA40
9976,ZMYM1
9977,QSER1
9978,GEMIN6
9979,LONRF3
9980,PIP4K2C
9981,TMC5
9982,CCDC102B
9983,NHEJ1
9984,AGBL2
9985,FAM124B
9986,RNF122
9987,CSPP1
9988,PDZD3
9989,FAM57A
9990,EPHX3
9991,TM4SF20
9992,NEK11
9993,TUBAL3
9994,ZNF669
9995,C11orf63
9996,TREML2
9997,TCTN2
9998,ALG13
9999,CPSF7
10000,BAALC
10001,RPAP2
10002,CBLL1
10003,NUDT18
10004,RABEP2
10005,THSD4
10006,UBA5
10007,DCAKD
10008,CCDC134
10009,ZC3H14
10010,PODNL1
10011,MAP9
10012,HDAC11
10013,PLBD1
10014,LPCAT1
10015,RIN3
10016,ZNF671
10017,GGNBP2
10018,ZNF672
10019,ATP8B4
10020,THNSL1
10021,PRR5L
10022,CYBRD1
10023,NUP85
10024,TMC7
10025,MORN1
10026,BTNL8
10027,PYROXD1
10028,ACTR5
10029,ATAD5
10030,SETD6
10031,C2orf54
10032,TCEAL4
10033,MRM1
10034,ADM2
10035,MAP6D1
10036,DOK3
10037,TNIP3
10038,KIAA0319L
10039,SYNPO2L
10040,CNTD2
10041,SLC35E1
10042,ZNF696
10043,L2HGDH
10044,C10orf95
10045,DHDDS
10046,NOL10
10047,PDZD7
10048,ERMP1
10049,PAQR6
10050,DENND1C
10051,CEP76
10052,DENND2D
10053,DNAJC22
10054,WDR76
10055,WLS
10056,ZNF442
10057,GRHL2
10058,TRMT2B
10059,DSN1
10060,FRMD1
10061,DNAJB14
10062,POF1B
10063,SVEP1
10064,TTC26
10065,PLEKHH3
10066,OBFC1
10067,GREB1L
10068,ESRP2
10069,DOCK5
10070,C10orf88
10071,TMEM156
10072,RMI1
10073,FAM192A
10074,FAM188A
10075,WWC2
10076,C14orf159
10077,UBTD1
10078,FOXRED2
10079,TMEM62
10080,NRSN2
10081,PANK2
10082,FBXL18
10083,SEMA6D
10084,ZNF556
10085,CSRNP3
10086,TRPM3
10087,PGAP1
10088,LRRTM4
10089,ATF7IP2
10090,DCAF17
10091,CCDC15
10092,ZNF606
10093,C7orf69
10094,ZFP2
10095,ZNF614
10096,BICC1
10097,ARL14
10098,VCPIP1
10099,CCDC33
10100,TRIM46
10101,LRRC8E
10102,RPF1
10103,PTGES2
10104,SIKE1
10105,FRAS1
10106,THOC7
10107,UXS1
10108,PQLC1
10109,ZC3H12A
10110,ASRGL1
10111,CENPT
10112,EDC3
10113,NAA15
10114,CWH43
10115,MOGAT2
10116,IFT74
10117,SPSB1
10118,MYCT1
10119,C16orf59
10120,MYO19
10121,CEP290
10122,TMEM134
10123,RNF34
10124,MUS81
10125,FUZ
10126,HKDC1
10127,FBXO11
10128,CHD9
10129,FHOD3
10130,OPA3
10131,SPG11
10132,ARMC9
10133,CCDC92
10134,TM2D3
10135,NAA50
10136,COQ10B
10137,ACSF2
10138,TARS2
10139,RAB11FIP1
10140,NUBPL
10141,PAAF1
10142,ORAI2
10143,RUFY1
10144,CXorf21
10145,WDR26
10146,PIGZ
10147,ELL3
10148,CEP63
10149,EFHC2
10150,TRIM45
10151,ZNF430
10152,EDEM3
10153,ITPKC
10154,GRPEL1
10155,CDK5RAP3
10156,PLEKHO2
10157,EFHD1
10158,TRABD
10159,MED28
10160,FLAD1
10161,PDGFD
10162,ZKSCAN3
10163,CXXC4
10164,CEP70
10165,CCDC68
10166,PUS1
10167,ULBP2
10168,ULBP1
10169,WDR82
10170,PNPLA3
10171,TRAF3IP3
10172,DCAF11
10173,ZSCAN16
10174,REEP4
10175,COASY
10176,WDR61
10177,TNKS2
10178,RNF39
10179,PDCD1LG2
10180,UBXN6
10181,SLC19A3
10182,TSGA10
10183,ACAD10
10184,SLC44A4
10185,C6orf25
10186,LY6G6C
10187,LY6G5C
10188,PRR3
10189,THUMPD2
10190,TSEN2
10191,TMEM121
10192,PRR7
10193,ITIH5
10194,NDFIP1
10195,THAP7
10196,STARD5
10197,LIMD2
10198,TMEM177
10199,B9D2
10200,CYB5B
10201,ZNF34
10202,COL18A1
10203,INTS5
10204,ASXL3
10205,BHLHB9
10206,APOL6
10207,APOL3
10208,ILKAP
10209,NPL
10210,TMPRSS5
10211,TUBB1
10212,WNT5B
10213,ZBP1
10214,SLC2A10
10215,KCNH6
10216,SLC25A32
10217,COLEC12
10218,OR51E2
10219,PTDSS2
10220,GPR63
10221,RSPH6A
10222,SYNC
10223,CFHR5
10224,ITFG1
10225,SGPP1
10226,SLC38A1
10227,TMX1
10228,LRRC3
10229,GDPD5
10230,FBXO38
10231,TDRD3
10232,STMN4
10233,FAM49A
10234,YIPF5
10235,FAM117A
10236,LMAN2L
10237,C1orf21
10238,NDEL1
10239,CSRNP2
10240,ACTL8
10241,CLPB
10242,APOLD1
10243,CCDC130
10244,GFOD2
10245,COL21A1
10246,PLA2G12A
10247,CDADC1
10248,TRIM8
10249,URM1
10250,LBH
10251,FIP1L1
10252,SNX27
10253,ANP32E
10254,NIPA2
10255,ACSBG2
10256,CAB39L
10257,ITM2C
10258,TSPAN14
10259,CDT1
10260,KAZALD1
10261,DEFB126
10262,DIAPH3
10263,TSC22D4
10264,MAP1LC3B
10265,CCNL2
10266,C6orf62
10267,ISCA1
10268,NUAK2
10269,TIGD6
10270,RNF170
10271,ADAMTS12
10272,SLCO5A1
10273,NETO2
10274,SPACA1
10275,VANGL1
10276,RNF146
10277,SPRY4
10278,ST6GALNAC5
10279,KRTAP1-3
10280,KRTAP1-1
10281,SFXN3
10282,ZNF611
10283,MED25
10284,SHARPIN
10285,ARPC5L
10286,ISG20L2
10287,RAB1B
10288,LAS1L
10289,HYI
10290,QTRT1
10291,SLC25A28
10292,SEH1L
10293,KIF18A
10294,ZNF93
10295,HDHD3
10296,PCDH11Y
10297,PITPNM3
10298,TCF7L1
10299,ADPGK
10300,SH3BGRL3
10301,SF3B5
10302,GSG1
10303,CCDC70
10304,SLC25A31
10305,PUS7L
10306,PMFBP1
10307,ABHD11
10308,RAB33B
10309,CDCA3
10310,MXD3
10311,APH1B
10312,GLT8D2
10313,DOHH
10314,ARHGAP24
10315,PUS3
10316,EPPK1
10317,SCRT1
10318,PLVAP
10319,TMEM47
10320,ZMIZ2
10321,C11orf68
10322,DYNLRB1
10323,TLN2
10324,TRAPPC9
10325,JAM3
10326,NRIP2
10327,CRISPLD2
10328,INHBE
10329,ITCH
10330,GRWD1
10331,ZNF484
10332,RBM4B
10333,FRMD8
10334,TTTY14
10335,RASSF4
10336,TM2D1
10337,TSSK1B
10338,NCALD
10339,FAM172A
10340,BRIP1
10341,OBSCN
10342,MAGT1
10343,TMEM222
10344,ANKRD27
10345,ZNF394
10346,ARID5B
10347,KIAA1109
10348,ASCC2
10349,ANTXR1
10350,MFSD7
10351,SETD3
10352,USP48
10353,IQCG
10354,ZDHHC18
10355,HSDL2
10356,POLDIP3
10357,YIPF4
10358,EFCAB2
10359,GINS4
10360,ARFGAP2
10361,ZNF528
10362,DOT1L
10363,DCTN5
10364,HOPX
10365,MAK16
10366,MT4
10367,SLC12A8
10368,PARD6B
10369,TUBB6
10370,ZGPAT
10371,GLYR1
10372,USP32
10373,SLC9A7
10374,GTPBP3
10375,PIGO
10376,PSRC1
10377,CBX2
10378,UNC119B
10379,PCGF1
10380,NAA11
10381,TUBA1C
10382,MFSD9
10383,IL17RC
10384,LMNB2
10385,KLHL22
10386,MINA
10387,CBR4
10388,ZNF514
10389,ADO
10390,PLXDC2
10391,RNFT2
10392,NFATC2IP
10393,FAM136A
10394,C9orf3
10395,ZNF587
10396,TMEM209
10397,MUM1
10398,WDR73
10399,TNS4
10400,MFSD5
10401,ARHGAP19
10402,HIST1H2BK
10403,KIAA1644
10404,SYDE1
10405,TRIM5
10406,MICALL1
10407,TSPYL5
10408,DIXDC1
10409,SCIN
10410,HPS4
10411,NAV3
10412,NAV2
10413,ABCC10
10414,TRIM15
10415,SLC25A21
10416,UBE3B
10417,C16orf45
10418,RHOT2
10419,GLB1L2
10420,TSR2
10421,CEACAM21
10422,THAP3
10423,ZNF468
10424,C5orf30
10425,FAM110B
10426,DCAF15
10427,IFT20
10428,MCFD2
10429,GADD45GIP1
10430,ZNF835
10431,YIF1B
10432,STARD13
10433,N4BP2L1
10434,TBL1Y
10435,ANGEL2
10436,HN1L
10437,SPSB3
10438,IL33
10439,ADCK2
10440,DHX57
10441,CREB3L1
10442,ZNF682
10443,SLC25A46
10444,LMF2
10445,C12orf29
10446,LRP5L
10447,ANKRD40
10448,UAP1L1
10449,RSAD2
10450,ATPAF2
10451,YTHDC1
10452,ZNF804A
10453,NEK9
10454,CHMP7
10455,MYLK3
10456,CHRDL1
10457,CALML4
10458,COG7
10459,MYOZ3
10460,SNX29
10461,TTC30A
10462,MTDH
10463,MTSS1L
10464,MTG1
10465,CDHR1
10466,STRADA
10467,C1orf105
10468,LDHAL6B
10469,ATXN3L
10470,G6PC3
10471,ZNF764
10472,TIMM50
10473,FAM114A1
10474,ZNF276
10475,IMP4
10476,ORAI3
10477,PGAP3
10478,SP140L
10479,ARMC6
10480,MAPK1IP1L
10481,TJAP1
10482,CADPS2
10483,ACTR8
10484,ATPIF1
10485,MUC16
10486,POM121L2
10487,SFXN1
10488,ARHGAP12
10489,H2AFV
10490,TGS1
10491,MYL12B
10492,EGLN3
10493,PRKCDBP
10494,ERI2
10495,RWDD2A
10496,MED8
10497,AHNAK2
10498,SCAMP4
10499,LARP4
10500,TEX261
10501,PIK3IP1
10502,ZNF257
10503,TOE1
10504,WBSCR22
10505,TRIM9
10506,EFHC1
10507,NLRP3
10508,ERMAP
10509,TUBGCP5
10510,PWWP2A
10511,OSBPL1A
10512,OSBPL7
10513,OSBPL8
10514,OSBPL9
10515,OSBPL10
10516,OSBPL11
10517,C1QTNF1
10518,C1QTNF3
10519,TMEM123
10520,MRFAP1L1
10521,MARCH3
10522,ATG4A
10523,KCTD12
10524,LRRC42
10525,ARHGAP33
10526,TRMT61A
10527,DHRS1
10528,OSR2
10529,KLHDC3
10530,LYPD1
10531,FAM129A
10532,RPL39L
10533,ARAP2
10534,ARAP1
10535,AGAP2
10536,AGAP1
10537,MIA2
10538,SSX2IP
10539,FTSJ3
10540,PDZD8
10541,CYP2R1
10542,DNAJC24
10543,C14orf79
10544,NTAN1
10545,SPATA2L
10546,IQCK
10547,PAQR4
10548,SLC38A10
10549,CANT1
10550,TBC1D16
10551,ZNF787
10552,ZNF573
10553,IRGQ
10554,ZNF428
10555,HSPB6
10556,GJB4
10557,RNF19B
10558,C1orf216
10559,SYT2
10560,TSHZ2
10561,ZNF280A
10562,EMID1
10563,MBOAT2
10564,FAM168B
10565,FAM131A
10566,DCBLD2
10567,LRRC15
10568,TPRA1
10569,PRRC1
10570,PACRG
10571,UBXN2B
10572,RALYL
10573,HGSNAT
10574,NACC2
10575,C9orf116
10576,APOOL
10577,ASB6
10578,ASB7
10579,ASB8
10580,ASB9
10581,MYL6B
10582,ZNF358
10583,RNF32
10584,CHODL
10585,TCEAL2
10586,NEK7
10587,RPL10L
10588,TRPM6
10589,ZNF280B
10590,SIRPA
10591,RAB40A
10592,TMEM120B
10593,SLC38A6
10594,TTBK2
10595,ZNF688
10596,C16orf71
10597,TOM1L2
10598,B3GNTL1
10599,DNAH2
10600,KIF18B
10601,WIPF2
10602,C18orf25
10603,ZNF480
10604,ZNF548
10605,SIX5
10606,TICAM1
10607,ZNRF4
10608,ATP8B3
10609,FAM163A
10610,CNIH3
10611,RNF187
10612,PYHIN1
10613,LSM14B
10614,FBXO41
10615,SEPT10
10616,PPP4R2
10617,RNF38
10618,PAQR3
10619,RUNDC3B
10620,AMOT
10621,ATP6V0E2
10622,ANKRD46
10623,VPS13B
10624,ERICH1
10625,CAMSAP1
10626,TSTD2
10627,PRUNE2
10628,ZXDB
10629,MOSPD2
10630,SLC5A12
10631,DENND5B
10632,DGKH
10633,TMEM30B
10634,FAM134C
10635,ZNF550
10636,ZNF780B
10637,DENND1B
10638,TOR1AIP2
10639,TMPRSS6
10640,DCP2
10641,ZNF467
10642,KCNV2
10643,OLFML2A
10644,PSORS1C1
10645,PSORS1C2
10646,ZNF384
10647,ASXL1
10648,ZNF675
10649,PTCRA
10650,ABHD3
10651,PLAC4
10652,HIGD2A
10653,KRT24
10654,SCAMP5
10655,DTX3
10656,ZFC3H1
10657,PAOX
10658,CT62
10659,CADM4
10660,FAM76A
10661,TXLNA
10662,APOBEC3A
10663,APOBEC3F
10664,TET3
10665,PIKFYVE
10666,SPRED2
10667,SAMD14
10668,STRA13
10669,ZBTB7C
10670,KHDRBS2
10671,TUBB
10672,R3HCC1
10673,HIPK1
10674,SENP5
10675,SLC36A1
10676,USP12
10677,ZCCHC24
10678,UNC5B
10679,SKA1
10680,MARCH8
10681,HNRNPA3
10682,JMJD1C
10683,FAM171A1
10684,HNRNPUL2
10685,PHACTR1
10686,PRPS1L1
10687,TWISTNB
10688,THSD7A
10689,ATXN7L1
10690,TSPO2
10691,KCTD20
10692,SEMA3D
10693,RNASEH1
10694,SERHL2
10695,ZBTB38
10696,FAM21C
10697,YTHDF3
10698,RALGAPA1
10699,KCTD13
10700,ASPHD1
10701,EHBP1L1
10702,ZDHHC24
10703,MCM9
10704,LPCAT4
10705,PAN3
10706,ZNF549
10707,EML3
10708,KANK3
10709,SERINC5
10710,C2orf72
10711,ALS2CL
10712,NCR3
10713,HSPA12A
10714,SGMS1
10715,ASPM
10716,TIPRL
10717,NPHP4
10718,NEAT1
10719,TMEM80
10720,OLFML1
10721,GATC
10722,SLC46A3
10723,PTRF
10724,C19orf54
10725,WDR62
10726,ZNF493
10727,CYP4A22
10728,SEC14L4
10729,RABL3
10730,FRYL
10731,PPIL6
10732,DPY19L4
10733,SCAI
10734,YIPF6
10735,KRT6C
10736,FAM149B1
10737,CCDC85C
10738,DDX51
10739,LUZP2
10740,C1orf174
10741,NACA2
10742,ZNF391
10743,GNAT3
10744,ZNF81
10745,TUBB2B
10746,TBX10
10747,AMIGO2
10748,NUP43
10749,SLCO4C1
10750,BMP8A
10751,LILRA5
10752,GSTK1
10753,NDUFS7
10754,ZNF710
10755,ATP9B
10756,SFT2D2
10757,MIA3
10758,TMEM110
10759,MAST4
10760,AGRN
10761,RAB15
10762,ZKSCAN4
10763,C6orf120
10764,GPR153
10765,FAM21A
10766,SHISA6
10767,ZNF749
10768,ZNF324B
10769,FAM69A
10770,FMO6P
10771,C2orf68
10772,VGLL3
10773,TMEM212
10774,RBM12B
10775,USP27X
10776,ANKRD34C
10777,MEX3D
10778,FAM102A
10779,SNX19
10780,FAM174B
10781,SRRD
10782,CUEDC1
10783,GTF2H5
10784,TMEM41B
10785,IQSEC3
10786,CTRB2
10787,MAP1LC3C
10788,MTHFD2L
10789,TMEM151B
10790,GIMAP6
10791,ATXN7L3B
10792,PEF1
10793,CPLX3
10794,ZNF674
10795,RAD21L1
10796,ZNF862
10797,SDHAF1
10798,ZG16
10799,RNF208
10800,MUC5B
10801,FAM155A
10802,CCR2
10803,EGOT
10804,KHDC1L
10805,C1orf68
10806,CD24
10807,TOMM6
0,CD28
1,CD3D
2,CD3G
3,CD5
4,CD6
5,CHRM3-AS2
6,CTLA4
7,FLT3LG
8,ICOS
9,MAL
10,MGC40069
11,PBX4
12,SIRPG
13,THEMIS
14,TNFRSF25
15,TRAT1
16,CD8B
17,CD8A
18,EOMES
19,FGFBP2
20,GNLY
21,KLRC3
22,KLRC4
23,KLRD1
24,BANK1
25,CD19
26,CD22
27,CD79A
28,CR2
29,FCRL2
30,IGKC
31,MS4A1
32,PAX5
33,CD160
34,KIR2DL1
35,KIR2DL3
36,KIR2DL4
37,KIR3DL1
38,KIR3DS1
39,NCR1
40,PTGDR
41,SH2D1B
42,ADAP2
43,CSF1R
44,FPR3
45,KYNU
46,PLA2G7
47,RASSF4
48,TFEC
49,CD1A
50,CD1B
51,CD1E
52,CLEC10A
53,CLIC2
54,WFDC21P
55,CA4
56,CEACAM3
57,CXCR1
58,CXCR2
59,CYP4F3
60,FCGR3B
61,HAL
62,KCNJ15
63,MEGF9
64,SLC25A37
65,STEAP4
66,TECPR2
67,TLE3
68,TNFRSF10C
69,VNN3
70,ACVRL1
71,APLN
72,BCL6B
73,BMP6
74,BMX
75,CDH5
76,CLEC14A
77,DIPK2B
78,EDN1
79,ADGRL4
80,EMCN
81,ESAM
82,ESM1
83,FAM124B
84,HECW2
85,HHIP
86,KDR
87,MMRN1
88,MMRN2
89,MYCT1
90,PALMD
91,PEAR1
92,PGF
93,PLXNA2
94,PTPRB
95,ROBO4
96,C
97,SHANK3
98,SHE
99,TEK
100,TIE1
101,VEPH1
102,VWF
103,COL1A1
104,COL3A1
105,COL6A1
106,COL6A2
107,DCN
108,GREM1
109,PAMR1
110,TAGLN
0,ABCB4
1,ABCB9
2,ACAP1
3,ACHE
4,ACP5
5,ADAM28
6,ADAMDEC1
7,ADAMTS3
8,ADRB2
9,AIF1
10,AIM2
11,ALOX15
12,ALOX5
13,AMPD1
14,ANGPT4
15,ANKRD55
16,APOBEC3A
17,APOBEC3G
18,APOL3
19,APOL6
20,AQP9
21,ARHGAP22
22,ARRB1
23,ASGR1
24,ASGR2
25,ATHL1
26,ATP8B4
27,ATXN8OS
28,AZU1
29,BACH2
30,BANK1
31,BARX2
32,BCL11B
33,BCL2A1
34,BCL7A
35,BEND5
36,BFSP1
37,BHLHE41
38,BIRC3
39,BLK
40,BMP2K
41,BPI
42,BRAF
43,BRSK2
44,BST1
45,BTNL8
46,C11orf80
47,C1orf54
48,C3AR1
49,C5AR1
50,C5AR2
51,CA8
52,CAMP
53,CASP5
54,CCDC102B
55,CCL1
56,CCL13
57,CCL14
58,CCL17
59,CCL18
60,CCL19
61,CCL20
62,CCL22
63,CCL23
64,CCL4
65,CCL5
66,CCL7
67,CCL8
68,CCND2
69,CCR10
70,CCR2
71,CCR3
72,CCR5
73,CCR6
74,CCR7
75,CD160
76,CD180
77,CD19
78,CD1A
79,CD1B
80,CD1C
81,CD1D
82,CD1E
83,CD2
84,CD209
85,CD22
86,CD244
87,CD247
88,CD27
89,CD28
90,CD300A
91,CD33
92,CD37
93,CD38
94,CD3D
95,CD3E
96,CD3G
97,CD4
98,CD40
99,CD40LG
100,CD5
101,CD6
102,CD68
103,CD69
104,CD7
105,CD70
106,CD72
107,CD79A
108,CD79B
109,CD80
110,CD86
111,CD8A
112,CD8B
113,CD96
114,CDA
115,CDC25A
116,CDH12
117,CDHR1
118,CDK6
119,CEACAM3
120,CEACAM8
121,CEMP1
122,CFP
123,CHI3L1
124,CHI3L2
125,CHST15
126,CHST7
127,CLC
128,CLCA3P
129,CLEC10A
130,CLEC2D
131,CLEC4A
132,CLEC7A
133,CLIC2
134,CMA1
135,COL8A2
136,COLQ
137,CPA3
138,CR2
139,CREB5
140,CRISP3
141,CRTAM
142,CRYBB1
143,CSF1
144,CSF2
145,CSF3R
146,CST7
147,CTLA4
148,CTSG
149,CTSW
150,CXCL10
151,CXCL11
152,CXCL13
153,CXCL3
154,CXCL5
155,CXCL9
156,CXCR1
157,CXCR2
158,CXCR5
159,CXCR6
160,CXorf57
161,CYP27A1
162,CYP27B1
163,DACH1
164,DAPK2
165,DCSTAMP
166,DEFA4
167,DENND5B
168,DEPDC5
169,DGKA
170,DHRS11
171,DHX58
172,DPEP2
173,DPP4
174,DSC1
175,DUSP2
176,EAF2
177,EBI3
178,EFNA5
179,EGR2
180,ELANE
181,EMR1
182,EMR2
183,EMR3
184,EPB41
185,EPHA1
186,EPN2
187,ETS1
188,ETV3
189,FAIM3
190,FAM124B
191,FAM174B
192,FAM198B
193,FAM212B
194,FAM65B
195,FASLG
196,FBXL8
197,FCER1A
198,FCER2
199,FCGR2B
200,FCGR3B
201,FCN1
202,FCRL2
203,FES
204,FFAR2
205,FLJ13197
206,FLT3LG
207,FLVCR2
208,FOSB
209,FOXP3
210,FPR1
211,FPR2
212,FPR3
213,FRK
214,FRMD4A
215,FRMD8
216,FZD2
217,FZD3
218,GAL3ST4
219,GALR1
220,GFI1
221,GGT5
222,GIPR
223,GNG7
224,GNLY
225,GPC4
226,GPR1
227,GPR171
228,GPR18
229,GPR183
230,GPR19
231,GPR25
232,GPR65
233,GPR97
234,GRAP2
235,GSTT1
236,GUSBP11
237,GYPE
238,GZMA
239,GZMB
240,GZMH
241,GZMK
242,GZMM
243,HAL
244,HCK
245,HDC
246,HESX1
247,HHEX
248,HIC1
249,HIST1H2AE
250,HIST1H2BG
251,HK3
252,HLA-DOB
253,HLA-DQA1
254,HMGB3P30
255,HNMT
256,HOXA1
257,HPGDS
258,HPSE
259,HRH1
260,HSPA6
261,HTR2B
262,ICA1
263,ICOS
264,IDO1
265,IFI44L
266,IFNA10
267,IFNG
268,IGHD
269,IGHE
270,IGHM
271,IGKC
272,IGLL3P
273,IGSF6
274,IL12B
275,IL12RB2
276,IL17A
277,IL18R1
278,IL18RAP
279,IL1A
280,IL1B
281,IL1RL1
282,IL21
283,IL26
284,IL2RA
285,IL2RB
286,IL3
287,IL4
288,IL4R
289,IL5
290,IL5RA
291,IL7
292,IL7R
293,IL9
294,IRF8
295,ITK
296,KCNA3
297,KCNG2
298,KIAA0226L
299,KIAA0754
300,KIR2DL1
301,KIR2DL4
302,KIR2DS4
303,KIR3DL2
304,KIRREL
305,KLRB1
306,KLRC3
307,KLRC4
308,KLRD1
309,KLRF1
310,KLRG1
311,KLRK1
312,KRT18P50
313,KYNU
314,LAG3
315,LAIR2
316,LAMP3
317,LAT
318,LCK
319,LEF1
320,LHCGR
321,LILRA2
322,LILRA3
323,LILRA4
324,LILRB2
325,LIME1
326,LINC00597
327,LINC00921
328,LOC100130100
329,LOC126987
330,LRMP
331,LST1
332,LTA
333,LTB
334,LTC4S
335,LY86
336,LY9
337,MAGEA11
338,MAK
339,MAN1A1
340,MANEA
341,MAP3K13
342,MAP4K1
343,MAP4K2
344,MAP9
345,MARCH3
346,MARCO
347,MAST1
348,MBL2
349,MEFV
350,MEP1A
351,MGAM
352,MICAL3
353,MMP12
354,MMP25
355,MMP9
356,MNDA
357,MROH7
358,MS4A1
359,MS4A2
360,MS4A3
361,MS4A6A
362,MSC
363,MXD1
364,MYB
365,MZB1
366,NAALADL1
367,NCF2
368,NCR3
369,NFE2
370,NIPSNAP3B
371,NKG7
372,NLRP3
373,NMBR
374,NME8
375,NOD2
376,NOX3
377,NPAS1
378,NPIPB15
379,NPL
380,NR4A3
381,NTN3
382,NTRK1
