Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
X18RES10418_1R_T_S_R_RS_T	0	0.0020868097663162	0	0.00204424774612702	0	0.0262365336114964	0	5.47029114676003e-05	0	0	0.00366667944367128	0.000645609023165871	0.00443043252059282	0	0.00198160048134697	0.0557541793767526	0	0	0.0158852200960245	0	0	0	9999	0.118595293499598	1.04270790318985	0.112786014976961
X18RES04413_1R_T_S_R_RS_T	0	0.000657525870665782	0	0.0182599407584234	0	0.0250289167159507	0	0.0107405292682006	0	0	0.00461848587251534	0.000509350197668266	0.000777306002701447	0.0198911987881356	0.0101188383358184	0.0864624096029868	0	0	0.00969834397660403	3.54508770068605e-05	0	0.00116203602931961	9999	0.276254482370072	0.977956362250108	0.187960332295997
X18RES10428_1R_T_S_R_RS_T	0	0.0143007728361863	0	0.00954436647549363	0	0.0606194198777946	0	0.0104712835436366	0	0	0.0044313693245801	0.00244354038612733	0.0108774053755346	0.0388231319469552	0.00371129236399806	0.0977578538277884	0	0.0115590595232395	0.0165096592687934	0	0	0.00332358491003371	9999	0.111639396309613	1.04286788341135	0.284372739660161
X18RES09402_1R_T_S_R_RS_T	0	0.00287932851201256	0	0.0105900758445051	8.70453657334179e-05	0.0377098351624418	0	0	0	0	0.00719103193489851	0	0.00634911274891242	0	0	0.0643692035170532	0	0.000393777776356804	0.033429049083423	0.00315462937612616	0	0	9999	0.0820326891847905	1.0545476728087	0.166153089321463
X18RES04229_1R_T_S_R_RS_T	1.60745433385853e-05	0.000144046558314932	0	0	0	0.0237509102014023	0	0.00648637344095579	0.000796377097034397	0	0.0046696436153209	0	0	0.0500993665057551	0	0.0248197084829623	0	0	0.00485896973878226	0	0	0	9999	0.29635366707247	0.990267217771747	0.115641470183867
X18RES04372_1R_T_S_R_RS_T	0.00264463180250102	0.0237839961625776	0	0.00454239214734456	0.00101587231410829	0.0434343415127996	0.00521276842372668	0.00670407892670448	0	0	0.0197763337796556	0	0.00184374665031911	0	0.00246103458612136	0.0684224408882807	0.0013957776330727	0	0.0400193239635681	0	0	0	9999	0.181208346473693	1.00587622023984	0.22125673879078
X18RES04368_1R_T_S_R_RS_T	0	0.00237540001020417	0	0.0165746701882987	0	0.0581134213412837	0.00480699761981331	0	0	0	0.00864151685334936	0	0.0116038976418208	0.027497398381271	0.00482547958219613	0.122754810181592	0	0	0.000574943773925807	0	0	0	9999	0.297628887724153	0.970782310146346	0.257768535573755
X18RES10399_1R_T_S_R_RS_T	0	0.00485632679734294	0	0.00748185901881762	0	0.0369981866210841	0	0.00273167756595111	0	0	0.00530745096039227	0	0.00103695675750459	0	0.00512029938698918	0.0812006327633086	0	0	0.0225224954516013	0	0	0.00157014621812841	9999	0.162009824164479	1.02216564860926	0.16882603154112
X18RES09394_1R_T_S_R_RS_T	0.0183454094687822	0.0710746893720989	0	0.0055453556473135	0	0.0672080265635547	0.00191052314326697	0.00917649107622686	0	0	0.0152080087380946	0	0.00204374796460173	0	0.00472574764989571	0.0638727453911446	0	0	0.0114265992098284	0	0	0	9999	0.22926254178194	1.00016077362747	0.270537344224808
X18RES04249_1R_T_S_R_RS_T	0.00170160110056406	0	0	0.0144108802129013	0	0.0150018124189924	0.0011281799850199	0.00651194961125787	0	0	1.79021716140898e-05	0.00157583606364187	0	0.0445778815940992	0.00740728381292039	0.126380279284555	0	0	0.0477690648128478	0	0	0	9999	0.444989535923687	0.897267570182539	0.266482671068414
X18RES16069_1R_T_S_R_RS_T	0	0.0104690499168512	0	0.005181543917908	0	0.0284303671856045	0.00407748893401444	0.0162575272825559	0	0	0.00721820993116083	0	9.56968598519439e-05	0.0244763788633523	0.0105241131878972	0.0394557936594654	0	0	0.00103634387021111	0	0	0	9999	0.144832123726699	1.03046548564031	0.147222513608873
X18RES13572_1R_T_S_R_RS_T	0.00178453001273495	0.00929294393221531	0	0.00331082620674547	0	0.0393147340959237	0.00160369983537008	0.00654281384862034	0	0	0.0103259921064756	0	0.00275927836605722	0.0172386045478114	0.0126718366658588	0.0746536048492484	0	0.00143919419412841	0	0.00522313411186761	0	0	9999	0.191541339052346	1.01114381900689	0.186161192773057
X18RES10385_1R_T_S_R_RS_T	0	0.00979195071812941	0	0.0279309988305895	0	0.0727960597590492	0.00411595898620843	0.0345221903475781	0	0	0	0	0.0110250179913402	0	0.0297225497583131	0.102400329846723	0	0	0.0108328473733025	0	0	0.000729786396419127	9999	0.306471425380371	0.959659684143898	0.303867690007653
X18RES04887_1R_T_S_R_RS_T	0.00117090776227794	0.0130441538255368	0	0.00420608919734886	0	0.0619104604336089	0.00583123804675828	0	0.00290638588855234	0	0.00948902280126689	0	0.00731718642910334	0.0109543192381932	0.0140048994420787	0.0941890386199101	0	0	0.00772313842251103	0	0	0	9999	0.235045425120801	0.989509881533579	0.232746840107146
X18RES09399_1R_T_S_R_RS_T	0	0.00415401099482476	0.000667531915472851	0.0157432424365218	0.0124794077272475	0.0440465661069709	0	0	0	0	0.00793621235342402	0	0	0	0	0.0765397632035668	0	0.00181289571689139	0.0313774908450335	0	0	0	9999	0.0674472601700811	1.05965855930507	0.194757121299953
X18RES04404_1R_T_S_R_RS_T	0	0.00370883986588338	0	0.00562878547521707	0.0040636586110297	0.0251120749245342	0	0	0	0	0.00201799656166015	0.00536418629887142	0.00236821028986798	0.0419681300547488	0.0042308793123671	0.0744983363933049	0	0	0.00505201805038671	0	0	0	9999	0.206297088921719	1.02460822774435	0.174013115837871
X18RES04728_1R_T_S_R_RS_T	0	0.00308038716588231	0	0.00304379648092213	0	0.0139951277816285	0	0.00574994705391712	0	0	0	0.00272754176756688	0.00831203575115866	0.00382924929412122	0	0.104197265885268	0	0.000182318231369106	0.0163361821709368	0	0	0.00235077297568875	9999	0.291682610273291	0.98037193324979	0.16380462455846
